ten_cong_viec,ten_cong_ty,muc_luong,dia_chi,ngay_dang,nganh_nghe,quy_mo_cong_ty,quoc_tich_cong_ty,nam_kinh_nghiem,cap_bac,loai_hinh,loai_hop_dong,cong_nghe_su_dung,quy_trinh_phong_van,url
"['Automotive Software Engineer (C/C++, Linux) - Hybrid Working & Up to $2200']",['LG Electronics R&D Vietnam'],['Lên tới 2.200 USD'],"['Tầng 32 & 34, tòa nhà Keangnam Landmark 72, Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 1 tuần trước'],['Phần Mềm'],['Hơn 1000 Nhân viên'],['South-Korea'],['Từ 1 năm'],"['Junior, Middle, Senior']",['Hybrid'],['Fulltime'],"['Linux', 'OOP', 'C/C++']",[],https://topdev.vn/viec-lam/automotive-software-engineer-c-c-linux-hybrid-working-up-to-2200-lg-electronics-r-d-vietnam-2034253?src=topdev_search&medium=searchresult
['[Fresher- Junior] QA Tester (English)'],['HOIIO'],['Thương lượng'],"['6F, 40 Phạm Ngọc Thạch, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],['Phần Mềm'],['100-499 Nhân viên'],['Singapore'],['Từ 06 tháng'],"['Fresher, Junior']",['In Office'],['Fulltime'],"['QA', 'Tester', 'English']",['Vòng 1: 1 round (offline)'],https://topdev.vn/viec-lam/fresher-junior-qa-tester-english-hoiio-2034250?src=topdev_search&medium=searchresult
['SENIOR BUSINESS ANALYST'],['New Ocean IS'],['Thương lượng'],"['51 Hoàng Việt, Phường 04, Quận Tân Bình, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['Software, Gia công phần mềm']",['100-499 Nhân viên'],['Vietnam'],['Từ 3 năm'],['Senior'],['In Office'],['Fulltime'],"['English', 'Business Analyst']",['Vòng 1: Only one – round: about 60 minutes (HR and Technical Department)'],https://topdev.vn/viec-lam/senior-business-analyst-new-ocean-is-2034256?src=topdev_search&medium=searchresult
['Kỹ sư giải pháp nghiệp vụ (Senior/Leader Software Engineer)'],['Viettel Solutions'],['Thương lượng'],"['Tòa nhà Viettel, số 1 Trần Hữu Dực, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 1 tuần trước'],['Phần Mềm'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Trưởng Nhóm, Senior']",['In Office'],['Fulltime'],"['UML', 'Business Analyst', 'System Architect']","['Vòng 1: IQ và TOEIC Test (nếu cần)', 'Vòng 2: Functional interview']",https://topdev.vn/viec-lam/ky-su-giai-phap-nghiep-vu-senior-leader-software-engineer-viettel-solutions-2034100?src=topdev_search&medium=searchresult
['Kỹ sư phát triển phần mềm (Senior/ Leader Java Software Engineer)'],['Viettel Solutions'],['Thương lượng'],"['Tòa nhà Viettel, số 1 Trần Hữu Dực, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 1 tuần trước'],['Phần Mềm'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Trưởng Nhóm, Senior']",['In Office'],['Fulltime'],"['PHP', 'Java', 'JavaScript', 'Python']","['Vòng 1: IQ và TOEIC Test (nếu cần)', 'Vòng 2: Functional interview']",https://topdev.vn/viec-lam/ky-su-phat-trien-phan-mem-senior-leader-java-software-engineer-viettel-solutions-2034099?src=topdev_search&medium=searchresult
['BACK-END DEVELOPER (Python/JavaScript/Scala/Go)'],['CA Advance'],['750 USD to 1.200 USD'],"['Lầu 21, Centec Tower, 72-74 đường Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],['Quảng Cáo Truyền Thông'],['100-499 Nhân viên'],['Japan'],['Từ 2 năm'],"['Junior, Middle']",['In Office'],['Fulltime'],"['JavaScript', 'Python', 'Golang', 'Back-End', 'Scala']","['Vòng 1: Xét duyệt CV', 'Vòng 2: Vòng phỏng vấn: 90 phút Team MGR, Giám đốc điều hành VN + Trường phòng công nghệ']",https://topdev.vn/viec-lam/back-end-developer-python-javascript-scala-go-ca-advance-2034108?src=topdev_search&medium=searchresult
['FRONT-END DEVELOPER'],['CA Advance'],['750 USD to 1.200 USD'],"['Lầu 21, Centec Tower, 72-74 đường Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],['Quảng Cáo Truyền Thông'],['100-499 Nhân viên'],['Japan'],['Từ 2 năm'],"['Junior, Middle']",['In Office'],['Fulltime'],"['CSS', 'JavaScript', 'HTML', 'Front-End', 'ReactJS']","['Vòng 1: Xét duyệt CV', 'Vòng 2: Vòng phỏng vấn: 90 phút Team MGR, Giám đốc điều hành VN + Trường phòng công nghệ']",https://topdev.vn/viec-lam/front-end-developer-ca-advance-2034109?src=topdev_search&medium=searchresult
['[Digital Banking] Devops Engineer'],['Ngân hàng TMCP An Bình (ABBANK)'],['Thương lượng'],"['36 Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 1 tuần trước'],['Ngân Hàng'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 7 năm'],['Senior'],['In Office'],['Fulltime'],"['Agile', 'Java', 'DevOps', 'AWS', 'Java Spring']",[],https://topdev.vn/viec-lam/digital-banking-devops-engineer-ngan-hang-tmcp-an-binh-abbank-2034230?src=topdev_search&medium=searchresult
['SAP ABAP DEVELOPER'],['ZWILLING J.A. HENCKELS VIET NAM'],['Thương lượng'],"['Số 04 Đường Nội Khu Hưng Phước 1, Khu Phố Hưng Phước 1 (R10), Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['Product, Bán lẻ']",['25-99 Nhân viên'],[''],['Từ 3 năm'],['Senior'],['Hybrid'],['Fulltime'],"['SAP', 'ABAP']","['Vòng 1: Phone interview', 'Vòng 2: Interview with HR manager', 'Vòng 3: Interview with Line manager']",https://topdev.vn/viec-lam/sap-abap-developer-zwilling-j-a-henckels-viet-nam-2034098?src=topdev_search&medium=searchresult
"['Project Manager/ Manager (Japan Market, JLPT N3+)']",['NEC Vietnam'],['Thương lượng'],"['Tòa nhà Gelex, 52 Lê Đại Hành, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội', 'Lầu 9, Etown 3, 364 Cộng Hòa, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],['Software'],['100-499 Nhân viên'],['Japan'],['Từ 5 năm'],['Trưởng phòng'],['Hybrid'],['Fulltime'],"['Manager', 'Project Manager', 'Japanese - N3', 'BrSE', 'BSE Leader']","['Vòng 1: Deputy Division Manager + HR', 'Vòng 2: Division Manager + HR']",https://topdev.vn/viec-lam/project-manager-manager-japan-market-jlpt-n3-nec-vietnam-2034228?src=topdev_search&medium=searchresult
['Hanoi-Senior Salesforce Developer_TS040402SrSF'],['Talent Success'],['Thương lượng'],"['Hà Nội, Thành phố Hà Nội']",['Đăng 1 tuần trước'],['Human Resource'],['25-99 Nhân viên'],['Vietnam'],['Từ 5 năm'],['Senior'],['In Office'],['Fulltime'],['Salesforce'],"['Vòng 1: Technical Interview', 'Vòng 2: Interview with CEO']",https://topdev.vn/viec-lam/hanoi-senior-salesforce-developer-ts040402srsf-talent-success-2033023?src=topdev_search&medium=searchresult
['Flutter Developer'],"[""TopDev's Client""]",['Lên tới 1.800 USD'],"['Tầng 12A, Toà nhà AP Tower, 518B Điện Biên Phủ, Phường 21, Quận Bình Thạnh, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['Dịch vụ doanh nghiệp, Nhân sự, Triển Khai Phần Mềm']",['25-99 Nhân viên'],['Vietnam'],['Từ 1 năm'],['Junior'],[],['Fulltime'],"['Swift', 'Android', 'iOS', 'Java', 'Flutter']","['Vòng 1: Sàng lọc CV', 'Vòng 2: Phỏng vấn trực tiếp với Nhân Sự', 'Vòng 3: Phỏng vấn trực tiếp với Trưởng Bộ phận']",https://topdev.vn/viec-lam/flutter-developer-topdev-s-client-2034177?src=topdev_search&medium=searchresult
"['Back-End Developer (Golang, MySQL)']",['TrinTech'],['Thương lượng'],"['208 Cô Bắc (Halo Building), Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],['Giải trí/ Game'],['10-24 Nhân viên'],['Vietnam'],['Từ 3 năm'],['Senior'],['In Office'],['Fulltime'],"['Linux', 'MySQL', 'MongoDB', 'Golang', 'Back-End']",[],https://topdev.vn/viec-lam/back-end-developer-golang-mysql-trintech-2034090?src=topdev_search&medium=searchresult
['Project Manager/Delivery Manager'],['OneTech Asia'],['2.000 USD to 3.200 USD'],"['Tòa nhà QCoop, 647 Lý Thường Kiệt, Phường 11, Quận Tân Bình, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],['Software'],['25-99 Nhân viên'],['Viet'],['Từ 10 năm'],['Trưởng phòng'],['In Office'],['Fulltime'],"['Agile', 'Project Manager', 'Japanese - N2']",[],https://topdev.vn/viec-lam/project-manager-delivery-manager-onetech-asia-2034268?src=topdev_search&medium=searchresult
"['Lập trình viên Frontend và Mobile app (Nuxt, hybrid Apps) tối thiểu 3 năm kinh nghiệm']",['hearme'],['Từ 20.000.000 VND'],"['Văn phòng Toong, tầng 3, số 8, đường Tràng Thi, Phường Tràng Tiền, Quận Hoàn Kiếm, Thành phố Hà Nội']",['Đăng 1 tuần trước'],['Software'],['25-99 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Front-End', 'VueJS', 'NuxtJS']",[],https://topdev.vn/viec-lam/lap-trinh-vien-frontend-va-mobile-app-nuxt-hybrid-apps-toi-thieu-3-nam-kinh-nghiem-hearme-2034270?src=topdev_search&medium=searchresult
['CBA (IT Comtor & Business Analyst)'],['OneTech Asia'],['1.500 USD to 2.000 USD'],"['Tòa nhà QCoop, 647 Lý Thường Kiệt, Phường 11, Quận Tân Bình, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],['Software'],['25-99 Nhân viên'],['Viet'],['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Business Analyst', 'IT Comtor']",[],https://topdev.vn/viec-lam/cba-it-comtor-business-analyst-onetech-asia-2034267?src=topdev_search&medium=searchresult
"['Lập Trình Viên Backend với kinh nghiệm từ 3-5 năm (Python, DB)']",['hearme'],['Từ 20.000.000 VND'],"['Văn phòng Toong, tầng 3, số 8, đường Tràng Thi, Phường Tràng Tiền, Quận Hoàn Kiếm, Thành phố Hà Nội']",['Đăng 1 tuần trước'],['Software'],['25-99 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Python', 'MongoDB', 'Back-End']",[],https://topdev.vn/viec-lam/lap-trinh-vien-backend-voi-kinh-nghiem-tu-3-5-nam-python-db-hearme-2034269?src=topdev_search&medium=searchresult
['Frontend-Mobile Developer'],['CÔNG TY CỔ PHẦN SYNODUS'],['Lên tới 35.000.000 VND'],"['Lê Văn Lương, Phường Trung Hoà, Quận Cầu Giấy, Thành phố Hà Nội']",['Đăng 1 tuần trước'],['Software'],['100-499 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Android', 'iOS', 'React Native']","['Vòng 1: Trao đổi qua điện thoại', 'Vòng 2: Phỏng vấn', 'Vòng 3: Deal lương']",https://topdev.vn/viec-lam/frontend-mobile-developer-cong-ty-co-phan-synodus-2034264?src=topdev_search&medium=searchresult
['05 PHP Developers'],['CÔNG TY TNHH CYLLENGE VIỆT NAM'],['Thương lượng'],"['Phòng 408 lầu 4 - Khu B Tòa nhà WASECO, Số 10 Phổ Quang, Phường 02, Quận Tân Bình, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['Product, Software, Information Technology, Security']",['25-99 Nhân viên'],['Japan'],['Từ 1 năm'],"['Junior, Middle']",['In Office'],['Fulltime'],"['PHP', 'JavaScript', 'HTML & CSS']","['Vòng 1: Phone Interview', 'Vòng 2: Interview with Vietnam leaders and manager', 'Vòng 3: Interview with Japan director']",https://topdev.vn/viec-lam/05-php-developers-cong-ty-tnhh-cyllenge-viet-nam-2034297?src=topdev_search&medium=searchresult
['Game Unity Developer'],['SAVA META'],['Lên tới 50.000.000 VND'],"['Unit 5, Tầng 14 Tòa Nhà Century Tower, 458 phố Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội']",['Đăng 1 tuần trước'],['Software'],['25-99 Nhân viên'],['Vietnam'],['Từ 5 năm'],['Senior'],['In Office'],['Fulltime'],['Game Design'],"['Vòng 1: Phỏng vấn qua điện thoại.', 'Vòng 2: Phỏng vấn trực tiếp']",https://topdev.vn/viec-lam/game-unity-developer-sava-meta-2034360?src=topdev_search&medium=searchresult
['Backend Developer (.Net Core)'],['Công ty TNHH Chứng khoán Maybank'],['Thương lượng'],"['05 Lê Quý Đôn, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['Tài Chính, Chứng khoán']",['100-499 Nhân viên'],['Malaysia'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['.NET', 'Back-End', '.NET Core']",[],https://topdev.vn/viec-lam/backend-developer-net-core-cong-ty-tnhh-chung-khoan-maybank-2034261?src=topdev_search&medium=searchresult
['Chuyên viên Kỹ Thuật Hệ Thống - IT Support'],['Công ty TNHH P.A Việt Nam'],['10.000.000 VND to 20.000.000 VND'],"['344 Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Thành phố Hồ Chí Minh']",['Đăng 1 tuần trước'],"['Product, Dịch vụ IT']",['100-499 Nhân viên'],['Vietnam'],['Từ 1 năm'],['Junior'],['In Office'],['Fulltime'],"['System Admin', 'IT Support', 'IT System']",[],https://topdev.vn/viec-lam/chuyen-vien-ky-thuat-he-thong-it-support-cong-ty-tnhh-p-a-viet-nam-2034254?src=topdev_search&medium=searchresult
['ERP/Oracle Developer'],['Công ty TNHH Tích hợp Hệ thống Quản lý Quốc tế (Gimasys)'],['Thương lượng'],"['Tầng 3, Centre Point Building, 106 Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh']",['Đăng 2 tuần trước'],['Dịch vụ IT'],['100-499 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Junior, Middle, Senior']",['In Office'],['Fulltime'],"['Oracle', 'SQL', 'ERP']",[],https://topdev.vn/viec-lam/erp-oracle-developer-cong-ty-tnhh-tich-hop-he-thong-quan-ly-quoc-te-gimasys-2034348?src=topdev_search&medium=searchresult
['Fresher Java Developer (English/Chinese)'],['Cathay Life'],['Thương lượng'],"['Tòa nhà The World Center, 46-48-50 Phạm Hồng Thái, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh']",['Đăng 5 giờ trước'],['Bảo Hiểm'],['Hơn 1000 Nhân viên'],['Taiwan'],['Không yêu cầu'],['Fresher'],['In Office'],['Fulltime'],"['Java', 'JavaScript', 'Java Swing']",[],https://topdev.vn/viec-lam/fresher-java-developer-english-chinese-cathay-life-2034482?src=topdev_search&medium=searchresult
['TRUNG TÂM ĐỔI MỚI SÁNG TẠO - LẬP TRÌNH VIÊN JAVA'],['Tổng Công ty Bưu điện Việt Nam (Vietnam Post)'],['20.000.000 VND to 30.000.000 VND'],"['Tòa nhà Vietnam Post - Số 5 Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 7 giờ trước'],['Logistics'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Java', 'Restful Api', 'PostgreSql']","['Vòng 1: Phỏng vấn qua điện thoại', 'Vòng 2: Phỏng vấn trực tiếp', 'Vòng 3: Trao đổi với lãnh đạo cấp cao hơn (nếu có)']",https://topdev.vn/viec-lam/trung-tam-doi-moi-sang-tao-lap-trinh-vien-java-tong-cong-ty-buu-dien-viet-nam-vietnam-post-2034481?src=topdev_search&medium=searchresult
['Middle - Senior Java Developer'],['WATA Software'],['Thương lượng'],"['Tòa nhà 3 Bees, 281 Nguyễn Văn Trỗi, Phường 10, Quận Phú Nhuận, Thành phố Hồ Chí Minh']",['Đăng 20 giờ trước'],['Phần Mềm'],['25-99 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],"['Fulltime', 'Part-time']","['Java', 'Spring', 'Angular']","['Vòng 1: Phone Interview', 'Vòng 2: Technical Interview', 'Vòng 3: Growth mindset interview']",https://topdev.vn/viec-lam/middle-senior-java-developer-wata-software-2034239?src=topdev_search&medium=searchresult
['System Engineer'],['Công ty Cổ phần Công nghệ Truyền thông Việt Nam (VNTT)'],['Thương lượng'],"['Số 02, Đường Tiên Phong 03, Khu Công nghệ cao Maple Tree, Phường Hoà Phú, Thành phố Thủ Dầu Một, Tỉnh Bình Dương']",['Đăng 20 giờ trước'],['Dịch vụ doanh nghiệp'],['100-499 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['IT Security', 'Security Engineer', 'System Security']","['Vòng 1: Phỏng vấn qua điện thoại', 'Vòng 2: Phỏng vấn trực tiếp với Trưởng', 'Vòng 3: Deal lương']",https://topdev.vn/viec-lam/system-engineer-cong-ty-co-phan-cong-nghe-truyen-thong-viet-nam-vntt-2034305?src=topdev_search&medium=searchresult
['Cán Bộ IT Bảo Mật Hệ Thống Công Nghệ Thông Tin'],['Tổ chức tài chính vi mô TNHH MTV Tình Thương (trực thuộc Hội Liên hiệp Phụ nữ Việt Nam)'],['Lên tới 1.000 USD'],"['Tầng 3 - Tòa B - Trung tâm Phụ nữ và Phát triển, số 20, Phường Thụy Khuê, Quận Tây Hồ, Thành phố Hà Nội']",['Đăng 20 giờ trước'],"['Ngân Hàng, Tài Chính']",['500-999 Nhân viên'],['Vietnam'],['Từ 2 năm'],"['Junior, Middle']",['In Office'],['Fulltime'],"['IT Security', 'Security Engineer', 'System Security']","['Vòng 1: Sơ loại hồ sơ', 'Vòng 2: Thi tuyển (nghiệp vụ và tiếng Anh) và phỏng vấn']",https://topdev.vn/viec-lam/can-bo-it-bao-mat-he-thong-cong-nghe-thong-tin-to-chuc-tai-chinh-vi-mo-tnhh-mtv-tinh-thuong-truc-thuoc-hoi-lien-hiep-phu-nu-viet-nam-2034361?src=topdev_search&medium=searchresult
['DevOps Engineer'],['LG CNS Việt Nam'],['Thương lượng'],"['Tầng 15, tòa Keangnam Landmark 72, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 20 giờ trước'],['Phần Mềm'],['100-499 Nhân viên'],"['South-Korea, Vietnam']",['Từ 1 năm'],"['Junior, Middle, Senior']",['In Office'],['Fulltime'],"['Python', 'DevOps', 'Docker', 'CI/CD', 'bash']","['Vòng 1: Book an Interview Schedule with HR manager.', 'Vòng 2: 1st interview with VN Senior Leaders (Online/offline meeting room)', 'Vòng 3: 2nd Interview with Kr Senior PM (Online meeting room)', 'Vòng 4: If passed, negotiate salary and bonus.', 'Vòng 5: Confirm onboarding Date']",https://topdev.vn/viec-lam/devops-engineer-lg-cns-viet-nam-2034336?src=topdev_search&medium=searchresult
"['Back End Developer (.NET, C#, SQL)']",['LG CNS Việt Nam'],['Thương lượng'],"['Tầng 15, tòa Keangnam Landmark 72, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 20 giờ trước'],['Phần Mềm'],['100-499 Nhân viên'],"['South-Korea, Vietnam']",['Từ 1 năm'],"['Junior, Middle, Senior']",['In Office'],['Fulltime'],"['C#', 'SQL', '.NET', 'Back-End']",[],https://topdev.vn/viec-lam/back-end-developer-net-c-sql-lg-cns-viet-nam-2034335?src=topdev_search&medium=searchresult
['Senior Application Security Specialist - Kiểm thử xâm nhập'],['Ngân hàng TMCP An Bình (ABBANK)'],['1.500 USD to 2.200 USD'],"['36 Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 20 giờ trước'],['Ngân Hàng'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 5 năm'],['Senior'],['In Office'],['Fulltime'],"['C#', 'Python', 'IT Security', 'Security Engineer', 'Application Security']",[],https://topdev.vn/viec-lam/senior-application-security-specialist-kiem-thu-xam-nhap-ngan-hang-tmcp-an-binh-abbank-2034365?src=topdev_search&medium=searchresult
['Security Incident Management - Quản lý sự cố ATTT'],['Ngân hàng TMCP An Bình (ABBANK)'],['1.500 USD to 2.200 USD'],"['36 Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 20 giờ trước'],['Ngân Hàng'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 5 năm'],['Senior'],['In Office'],['Fulltime'],"['IT Manager', 'IT Security', 'Security Engineer']",[],https://topdev.vn/viec-lam/security-incident-management-quan-ly-su-co-attt-ngan-hang-tmcp-an-binh-abbank-2034366?src=topdev_search&medium=searchresult
